0.000000	57909227.000000	0.000000	0.000000	0.000000	47.879271	0.000000	
86400.000000	57761533.887422	4133251.613444	0.000000	-3.417368	47.757160	0.000000	
248724.243102	56689050.637666	11824976.865559	0.000000	-9.776878	46.870435	0.000000	
567258.385784	51656006.956053	26175091.951719	0.000000	-21.641537	42.709129	0.000000	
1067026.703413	36797912.335982	44714565.378600	0.000000	-36.969958	30.424489	0.000000	
1620189.834150	13271064.807986	56368064.620810	0.000000	-46.605071	10.972535	0.000000	
2188155.317509	-13673392.639768	56271849.380785	0.000000	-46.525533	-11.305092	0.000000	
2761089.269655	-37838050.249880	43837998.166952	0.000000	-36.245250	-31.284351	0.000000	
3336374.709646	-53711933.545550	21645442.802399	0.000000	-17.896500	-44.408732	0.000000	
3912826.250465	-57656395.984697	-5408034.369623	0.000000	4.471198	-47.669830	0.000000	
4490384.799421	-48721432.338067	-31300680.076492	0.000000	25.879055	-40.282292	0.000000	
5068811.035374	-28850258.848197	-50211201.793710	0.000000	41.514116	-23.852844	0.000000	
5615322.493824	-4031138.624345	-57768785.395034	0.000000	47.762703	-3.332524	0.000000	
6175968.182014	22223467.044901	-53474970.192406	0.000000	44.212709	18.374685	0.000000	
6744267.416985	44026720.049250	-37617478.806501	0.000000	31.101942	36.401656	0.000000	
7316455.873056	56330846.523012	-13425484.044669	0.000000	11.100146	46.574888	0.000000	
7890889.530014	56235308.463540	13820158.267795	0.000000	-11.426543	46.496105	0.000000	
8466819.035901	43644186.689340	38060644.781072	0.000000	-31.468659	36.085884	0.000000	
9043876.324408	21292026.491574	53852755.881039	0.000000	-44.525624	17.605124	0.000000	
9621881.462914	-5861077.660659	57612264.756341	0.000000	-47.633917	-4.845070	0.000000	
10170467.039923	-30512997.224762	49219268.262479	0.000000	-40.694455	-25.227188	0.000000	
10725578.480014	-49160511.246951	30608278.972846	0.000000	-25.306805	-40.644737	0.000000	
11290704.343983	-57678073.648548	5184837.818784	0.000000	-4.286770	-47.686798	0.000000	
11861151.095390	-53736859.073459	-21586578.311929	0.000000	17.847630	-44.428041	0.000000	
12434508.748620	-37957262.341687	-43735908.631551	0.000000	36.160481	-31.381495	0.000000	
13009680.933446	-13722367.902709	-56260153.567615	0.000000	46.515456	-11.344231	0.000000	
13586145.872320	13617593.899730	-56284810.478147	0.000000	46.535957	11.260342	0.000000	
14163640.655675	37959183.538039	-43731390.394615	0.000000	36.156985	31.386030	0.000000	
14742024.740461	53825433.850279	-21356441.341097	0.000000	17.657492	44.504457	0.000000	
15285240.137719	57759678.880739	4132529.944128	0.000000	-3.416808	47.757486	0.000000	
15844885.974441	49840948.325815	29481681.683333	0.000000	-24.375540	41.210343	0.000000	
16412596.505164	31114615.809055	48839011.996345	0.000000	-40.380132	25.727342	0.000000	
16984561.377848	5454883.429397	57651727.230902	0.000000	-47.666303	4.511834	0.000000	
17558796.852254	-21503517.205000	53769781.557953	0.000000	-44.456512	-17.777253	0.000000	
